headline,type,year,news_desk_category,GPT_score,GPT_class
New York Today: Fulton’s Flashy First Day,article,2014,entertainment,0.5,clickbait
"Paid Notice: Deaths  IANNICI, GERTRUDE FITZPATRICK",article,2000,lifestyle/living,-0.8,matter-of-fact
Hardcover Nonfiction,article,2001,books/reviews,0.1,matter-of-fact
L.P.G.A. Is Finally in View for Player From Swaziland,article,2016,sports,0.6,balanced
Art in Review; Artists Against the State,article,2006,weekend,0.2,clickbait
Is Impeachment Inquiry What the People Want?; Majority Rule,article,1998,media,0.2,clickbait
"Paid Notice: Deaths  TRENK, SAMUEL",article,1999,lifestyle/living,-0.8,matter-of-fact
"Italian Voters, Fed Up With Old Guard, Are Deeply Divided",article,1992,world/international/foreign,-0.5,balanced
N.B.A. Schedule: Here’s What to Watch This Week,article,2016,sports,0.2,balanced
QUOTATION OF THE DAY,article,2004,home,0.0,matter-of-fact
3 Researchers Based in U.S. Win Nobel Prize in Physics,article,2001,world/international/foreign,0.7,balanced
The Case of the 'L.A. Law' Marathon,article,1991,weekend,0.2,clickbait
"Paid Notice: Deaths   ZAKAROFF, JOSEPH",article,2006,lifestyle/living,-0.8,matter-of-fact
"Auxiliary Officers Know the Limitations, and the Dangers, When They Volunteer",article,2007,entertainment,0.1,balanced
"Paid Notice: Deaths  RUSH, JANE GILBERT",article,1998,lifestyle/living,-0.8,matter-of-fact
Mr. Fong’s Is Chinatown’s Unlikely New ‘It’ Bar,article,2015,fashion/style,0.6,clickbait
Gillette's Struggles Become Clear in Earnings Decline,article,2000,business/economy/financial,-0.6,balanced
The Education of ‘Jihadi John’,article,2015,opinion/editorial,-0.5,clickbait
Your Evening Briefing,article,2014,world/international/foreign,0.2,balanced
Jets' Offense Bracing For Possible Slowdown,article,1991,sports,-0.5,balanced
A Long List Of Defendants With More To Be Named,article,2002,business/economy/financial,-0.5,clickbait
"Paid Notice: Deaths  KLEIN, HERMAN",article,1998,lifestyle/living,-0.8,matter-of-fact
Just Where Did Gauguin Become Gauguin?,article,1994,sports,0.2,clickbait
Australian Leader Considers Moving Embassy to Jerusalem From Tel Aviv,article,2018,world/international/foreign,0.2,balanced
November 24-30: INTERNATIONAL; AUSTRIA'S FAR RIGHT LOSES,article,2002,weekend,0.4,balanced
Corrections,article,2006,home,0.0,clickbait
Pink Prose,article,2001,business/economy/financial,0.5,clickbait
"CHILDREN'S BEST SELLERS: September 11, 2005",article,2005,books/reviews,0.2,balanced
Ford Promotes 'New Beginnings',multimedia,2008,uncategorized,0.6,balanced
A Base in Basse Provence,article,1991,travel,0.2,clickbait
Struggling to Cope With the Memories of a Child’s Brief Life,article,2013,entertainment,-0.8,balanced
New Views on Classics,article,2001,books/reviews,0.4,balanced
"Revisiting His Diner, in Print Instead of on Film",article,2003,weekend,0.2,clickbait
"SIGNOFF;Vroom? Gentlemen, Begin Your Cat Fight.",article,1996,travel,0.1,clickbait
Inside Roger Ballen’s Mind: A Place of Refuge and Madness,article,2014,uncategorized,0.2,clickbait
Food Notes,article,1993,lifestyle/living,0.2,matter-of-fact
"In Mexico, on the Lam With Ken Kesey",article,2008,travel,0.2,clickbait
Eight Days in Gaza: A Wartime Diary,article,2014,opinion/editorial,-0.8,balanced
Corrections,article,2004,lifestyle/living,0.0,clickbait
"For Friars, Finding Renewal by Sticking to Tradition",article,2013,world/international/foreign,0.5,balanced
"After ‘Brexit,’ Britain Could Look to Norway as a Model",article,2016,business/economy/financial,0.2,balanced
Couples,article,2009,books/reviews,0.2,clickbait
N.F.L. Matchups Week 16,article,1999,sports,0.2,balanced
"The Knox Trial, Continued",article,2009,uncategorized,0.2,clickbait
"Looking Ahead, Warily, to Brighter Days for Wall Street",article,1995,business/economy/financial,0.3,balanced
"Beer on the Go | Portland, Ore.",article,2011,uncategorized,0.3,balanced
Underdog Taps YouTube to Make Election Close,article,2008,business/economy/financial,0.3,clickbait
Mother Teresa’s Doubts (2 Letters),article,2007,entertainment,-0.4,clickbait
"Sherrill Stays Put, Too",article,1991,sports,0.0,clickbait
Class-Action Lawsuits,article,2010,entertainment,0.0,balanced
About New York,article,1991,home,0.5,balanced
Tomas Berdych Keeps Nerve in Lopsided Win Over Rafael Nadal,article,2015,sports,0.5,clickbait
FOR CHILDREN,article,2001,weekend,0.5,clickbait
Manuel Takes a Page From Randolph,article,2008,uncategorized,0.2,clickbait
"Scholarships for Need or Merit? At Hamilton, Need Wins",article,2007,uncategorized,-0.3,clickbait
"At the Whitney, Thea and Ethan Wagner Show the Fruits of Prescient Collecting",article,2015,arts/culture,0.3,balanced
More Management Changes at Christie’s,article,2014,arts/culture,0.0,balanced
"At Amen Corner, Masters Scores Turn for the Worse",article,2014,sports,-0.6,clickbait
"Together, Alone",multimedia,2007,arts/culture,0.2,clickbait
Graduate Degree in Grossness,article,2006,arts/culture,0.2,clickbait
Word of the Day + Quiz | crux,article,2016,uncategorized,0.1,balanced
"Arctic ice: Going, going ...",article,2005,uncategorized,-0.8,clickbait
Sitcom Persona Wins Out,article,1991,sports,0.2,clickbait
Have You Lost Your Partner Recently in New York City? Share Your Story,multimedia,2018,media,-0.7,clickbait
"For Each Side, Outcome Is Difficult to Process",article,2008,sports,0.0,clickbait
Dinkins Agrees to 2 Debates With Democratic Rivals,article,1993,home,0.2,balanced
"5 Years Later, Jon Corzine May Avoid Trial With $5 Million Settlement",article,2016,business/economy/financial,0.2,clickbait
The Hokies Can't Stop Mighty McNabb,article,1996,sports,0.5,clickbait
Get Out: Gotta Have Him,article,2009,uncategorized,0.3,clickbait
Snipes Is Granted Bail,article,2008,arts/culture,0.5,balanced
Military Expedition Into the Heart of Darkness,article,2012,arts/culture,-0.7,clickbait
A Diet of Full Evenings Leaves a Craving for Lean,article,1997,sports,0.0,clickbait
A Pathway for Wheelchairs Becomes a Door to Dissent,article,2000,theater,0.2,clickbait
Hospital System Strengthens Cancer Care,article,1999,weekend,0.8,balanced
Paterson Adds $3 Million to War Chest,article,2008,entertainment,0.6,clickbait
An Internet Jihad Aims at U.S. Viewers,article,2007,world/international/foreign,-0.7,clickbait
The Honeymooners Amid the Storm,article,1998,business/economy/financial,0.0,clickbait
Corrections,article,2004,home,0.0,clickbait
Fine Line Between Humans and Other Beasts,article,2009,uncategorized,0.0,clickbait
Children's Books,article,2001,books/reviews,0.5,matter-of-fact
Iraq Withdrawal Plan Gains G.O.P. Support,article,2009,fashion/style,0.3,balanced
"Paid Notice: Deaths   BLEY, EDGAR S.",article,2005,lifestyle/living,-0.8,matter-of-fact
Plan for Nassau Legislature Is Delivered,article,1994,home,0.1,matter-of-fact
Now Tippling | Über-Brew From Brooklyn,article,2009,fashion/style,0.6,balanced
Fantasy Football: Players to Start in Week 12,article,2016,sports,0.5,balanced
Four Men Are Arrested in New Jersey Gunfight,article,2014,entertainment,-0.6,balanced
Teenage Birth Rate Rises for First Time Since ’91,article,2007,world/international/foreign,-0.5,balanced
Putting the Michigan in Michigan State,article,2019,sports,0.2,clickbait
A Full Ride Can Have Its Bumps,article,2003,sports,0.2,clickbait
When the Pie Line Grows Long,article,2010,entertainment,0.2,clickbait
‘Infinity of Nations’,multimedia,2010,arts/culture,0.2,clickbait
The U.N.'s Plea on GuantÃ¡namo (5 Letters),article,2006,opinion/editorial,-0.5,clickbait
Quotation of the Day,article,1991,home,0.2,balanced
ABCD,article,2011,uncategorized,0.2,clickbait
"Paid Notice: Deaths  FRANCISCUS, MARIE LOUISE",article,2003,lifestyle/living,-0.9,matter-of-fact
Fraudulent Third-Party Calls Reported,article,1991,uncategorized,-0.6,balanced
Converting TV Laughs Into Dollars,article,2012,business/economy/financial,0.2,clickbait
Moment to Remember for American Junior,article,2009,uncategorized,0.2,clickbait
School Cafeteria Fight: What’s for Lunch?,article,2014,entertainment,-0.5,clickbait
Save Those Bases,article,1991,media,0.2,clickbait
WESTCHESTER GUIDE,article,1993,theater,0.2,balanced
Elections Today In New York,article,2004,home,0.2,matter-of-fact
"Going Above and Beyond, and Then Left Standing",article,2006,sports,0.1,clickbait
Morgan Stanley Giving a Pep Talk To Stock Investors,article,2002,business/economy/financial,0.5,clickbait
Protesters Arrested Before Vote on Michigan Union Law,article,2012,uncategorized,-0.6,balanced
"Text to Text | President Johnson’s ‘Great Society’ Speech and ‘50 Years Into the War on Poverty, Hardship Hits Back’",article,2014,uncategorized,0.2,balanced
Currencies: High note for dollar seals week of gains,article,2005,uncategorized,0.6,balanced
Clip: 'Straw Dogs' (2011),multimedia,2011,arts/culture,0.0,balanced
Jon Gruden Described as the ‘Larry Brown of the N.F.L.’,article,2009,uncategorized,0.2,clickbait
Feeding the Beast With Ever-Cheaper Oil,article,2015,business/economy/financial,-0.3,clickbait
"Allison Holtzman, Charles Garcia",article,1993,social/society,0.2,matter-of-fact
Letter: In Basque Country,article,2009,travel,0.2,clickbait
Tests Are Not Just for Kids,article,2002,education,0.2,clickbait
Erica Levin and Richard Fernandes,article,2003,social/society,0.2,matter-of-fact
"Working With Posada, Burnett Hopes to Tame Fenway",article,2010,sports,0.2,clickbait
"Bill Clinton, Stumping and Simmering",article,2008,world/international/foreign,0.2,clickbait
Upset by Pataki Leaves a Conservative Message,article,1992,theater,-0.3,clickbait
Plenty of Footage (and Headaches) on the ‘Zero Dark Thirty’ Shoot,article,2012,uncategorized,0.2,clickbait
"Amid Russia Tensions, Ukraine Moves Toward Separate Church",article,2018,world/international/foreign,0.2,balanced
Hedge Funds to Meet With F.S.A. on Bonus Rules,article,2010,business/economy/financial,0.1,balanced
Dunes and Drama on a Drive Through Oman,article,2013,travel,0.5,clickbait
Interstate Bakeries reports earnings for Qtr to Aug 24,article,1991,business/economy/financial,0.0,matter-of-fact
Ravens’ Flacco Is Used to Getting Little Credit,article,2012,sports,-0.3,balanced
Mother Accused of Starving Four Children in New Jersey,article,2006,entertainment,-0.9,clickbait
MOVIE GUIDE,article,2002,weekend,0.2,clickbait
Corrections,article,1999,home,0.5,balanced
"Jobs, Pensacola, Art Basel: Your Friday Evening Briefing",article,2019,uncategorized,0.2,balanced
Trump Claims His Wall Is Being Built. It’s Just a Replacement of Old Barriers.,article,2019,fashion/style,-0.5,clickbait
Mauresmo Wins Dubai Tournament,article,2002,sports,0.6,balanced
BUSINESS DIGEST,article,1991,business/economy/financial,0.2,matter-of-fact
Mercedes Reveals Electric SLS AMG,article,2009,uncategorized,0.8,balanced
"Paid Notice: Memorials  WESTCARR, ALEXANDER",article,1998,lifestyle/living,0.0,matter-of-fact
NATO Chief Makes a Plea for More Kosovo Peacekeepers,article,2000,world/international/foreign,0.2,balanced
Court of Extinction (1 Letter),article,2011,science/health,-0.7,clickbait
Mental Health System Creates Victims,article,1999,media,-0.7,clickbait
How the Green Bay Packers Can Make the Playoffs: Through Week 17,multimedia,2019,sports,0.2,balanced
Student Crossword | The U.S. Constitution,article,2015,uncategorized,0.3,balanced
Review: ‘Nufonia Must Fall’ Shares the Heart of Kid Koala’s Robot Tale,article,2015,arts/culture,0.7,balanced
National News Briefs,article,2000,uncategorized,0.0,matter-of-fact
Review/Jazz Festival; A Tribute Gets to the Heart of Art Blakey,article,1993,travel,0.8,balanced
NFS Financial reports earnings for Qtr to Dec 31,article,1993,business/economy/financial,0.2,balanced
A Winning Soccer Coach Faces a Ruthless Foe,article,2007,entertainment,0.2,clickbait
Today in Business,article,2008,business/economy/financial,0.0,matter-of-fact
Yugoslavs Claim Belgrade for New Leader,article,2000,world/international/foreign,0.1,clickbait
NASA Offers Airline Safety Data,article,2008,world/international/foreign,0.3,balanced
"As Drug Deaths Soar, Mayor Offers Plan to Cut Toll",article,2017,entertainment,-0.6,balanced
Economic Slump Hits Men the Hardest,article,2003,uncategorized,-0.6,clickbait
"Duval Is Two Strokes Back, but Martin Misses the Cut",article,2000,sports,0.0,balanced
What We’re Reading,article,2016,uncategorized,0.1,balanced
Israel Asserts Group Plotted To Kill Arabs,article,1994,world/international/foreign,-0.8,clickbait
"Paid Notice: Deaths  VEITCH, LEE MURPHY",article,2000,lifestyle/living,-0.8,matter-of-fact
Wall Street; Mutual Funds That Cry Foul Copy,article,1993,business/economy/financial,-0.3,clickbait
Now Come the T.S.A. Jokes,article,2010,uncategorized,0.2,clickbait
A Dangerous Literacy: The Legacy of Frederick Douglass,article,1995,books/reviews,0.3,clickbait
Views Differ on Shape of Macroeconomics,article,2015,opinion/editorial,0.0,balanced
QUOTATION OF THE DAY,article,1999,home,0.1,matter-of-fact
Ashley and Six Others Roll To Victory at Casino Open,article,2001,home,0.7,clickbait
An Image Popular in Films Raises Some Eyebrows in Ads ,article,2006,business/economy/financial,0.1,clickbait
Nurses Get New Role in Patient Protection,article,1998,world/international/foreign,0.6,balanced
"Yankees Grab Lead in the Ninth, but Then It Slips Through Their Hands",article,2014,sports,-0.6,clickbait
Melvin the Mummy’s New Clothes,article,2010,uncategorized,0.2,clickbait
For the Record,article,2008,opinion/editorial,0.2,balanced
"Elizabeth Kassler-Taub, Ömer Ziyal",article,2012,social/society,0.2,matter-of-fact
CRISIS AT THE TWIN TOWERS: Relocation; Displaced Brokers Find Cooperation in the Jungle,article,1993,home,-0.5,clickbait
Yankees’ Road Show Isn’t Pulling In Fans the Way It Has in the Past,article,2015,sports,-0.5,balanced
Pull-Ups,multimedia,2013,uncategorized,0.2,clickbait
Disgraced Chinese Official’s Loyalists Are Rounded Up for Questioning,article,2012,world/international/foreign,-0.6,clickbait
Recessions and Private School Enrollment,article,2009,business/economy/financial,0.2,balanced
Send In Your Storm Photographs and Video,article,2008,weather/environment,0.2,balanced
Disunited States of America,article,2006,opinion/editorial,-0.7,clickbait
"In Trafalgar Square, Much Ado About Statuary",article,2005,arts/culture,0.2,clickbait
Spike Lee’s Red Hook,multimedia,2012,books/reviews,0.5,clickbait
"Paid Notice: Deaths  YOUNG, JANE WHITE",article,1999,lifestyle/living,-0.8,matter-of-fact
Prime Number,article,2010,weekend,0.5,matter-of-fact
"On Randalls Island, the Rhythm and Physics of Throwing a Javelin",article,2015,sports,0.3,clickbait
"In the Region/ New Jersey;
Turning an Elizabeth Landfill Into a Retail Center",article,1994,real estate,0.3,balanced
Four Questions for the Tech Industry at C.E.S.,article,2009,uncategorized,0.2,balanced
Don't You 'Ho-Ho' Me,article,2003,weekend,0.2,clickbait
Paris Opera Ballet Picks Outsider for New Director,article,2013,arts/culture,0.2,balanced
AOL Will Buy Out Partners as Venture with DoCoMo Ends,article,2003,business/economy/financial,-0.5,balanced
BOLDFACE NAMES,article,2003,home,0.2,clickbait
O'Bannon v. the N.C.A.A.,article,2009,uncategorized,0.2,balanced
Harmony Holdings reports earnings for Qtr to March 31,article,1992,business/economy/financial,0.1,matter-of-fact
Top 5 Hedge Fund Earners,multimedia,2015,business/economy/financial,0.6,clickbait
Arms Sales Pit Industry Against U.S. Interests,article,1999,media,-0.6,clickbait
Cosby Solves the Mystery of What to Do Next,article,1993,sports,0.2,clickbait
Metro Briefing | New York: Brooklyn: Ex-Police Officer Convicted In Ecstasy Case,article,2003,home,-0.6,balanced
